Unnamed: 0;Name;Family;Born;Sigil;Serves;Known As;Occupation;Relation;Death
Lord;Robin;Moreland;"image(""http://awoiaf.westeros.org/images/9/94/House_Moreland.PNG"")";"image(""http://awoiaf.westeros.org/images/9/94/House_Moreland.PNG"")";"image(""http://awoiaf.westeros.org/images/8/88/House_Lannister.png"")";;Lord of House Moreland;;
Ser;Jon;Bettley;"image(""http://awoiaf.westeros.org/images/6/6b/Bettley.png"")";"image(""http://awoiaf.westeros.org/images/6/6b/Bettley.png"")";"image(""http://awoiaf.westeros.org/images/8/88/House_Lannister.png"")";Beardless Bettley;Lannister captain;;
Ser;Humfrey;Swyft;"image(""http://awoiaf.westeros.org/images/6/68/House_Swyft.PNG"")";"image(""http://awoiaf.westeros.org/images/6/68/House_Swyft.PNG"")";"image(""http://awoiaf.westeros.org/images/8/88/House_Lannister.png"")";;;;
Ser;;;;"image(""http://awoiaf.westeros.org/images/1/15/Kingsguard.PNG"")";"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";Greatheart;Kingsguard;;Historical Character
Ser;Gwayne;Corbray;"image(""http://awoiaf.westeros.org/images/e/e0/Corbray.png"")";"image(""http://awoiaf.westeros.org/images/1/15/Kingsguard.PNG"")";"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";;"Kingsguard, ""Lady Forlorn"" wielder";;Historical Character
Ser;Gyles;;;"image(""http://awoiaf.westeros.org/images/1/15/Kingsguard.PNG"")";"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";Greycloak;Kingsguard;;Historical Character
Ser;Orivel;;;"image(""http://awoiaf.westeros.org/images/1/15/Kingsguard.PNG"")";"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";Orivel the Open-Handed;Kingsguard;;Historical Character
Ser;Tom;Costayne;"image(""http://awoiaf.westeros.org/images/5/57/House_Costayne.PNG"")";"image(""http://awoiaf.westeros.org/images/1/15/Kingsguard.PNG"")";"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";Long Tom;Kingsguard;;Historical Character
Ser;Donnel;;;"image(""http://awoiaf.westeros.org/images/1/15/Kingsguard.PNG"")";"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";Donnel of Duskendale;Kingsguard;;Historical Character
Ser;Addison;Hill;;"image(""http://awoiaf.westeros.org/images/1/15/Kingsguard.PNG"")";"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";;Lord Commander of the Kingsguard;;Historical Character
Ser;Michael;Mertyns;"image(""http://awoiaf.westeros.org/images/0/01/House_Mertyns.PNG"")";"image(""http://awoiaf.westeros.org/images/1/15/Kingsguard.PNG"")";"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";The White Owl;Kingsguard;;Historical Character
Ser;Jeffory;Norcross;"image(""http://awoiaf.westeros.org/images/d/d1/House_Norcross.PNG"")";"image(""http://awoiaf.westeros.org/images/1/15/Kingsguard.PNG"")";"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";Neveryield;Kingsguard;;Historical Character
Ser;Robert;Flowers;;"image(""http://awoiaf.westeros.org/images/1/15/Kingsguard.PNG"")";"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";Red Robert;Lord Commander of the Kingsguard;;Historical Character
Ser;Rolland;Darklyn;"image(""http://awoiaf.westeros.org/images/c/c5/House_Darklyn.PNG"")";"image(""http://awoiaf.westeros.org/images/1/15/Kingsguard.PNG"")";"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";;Kingsguard;;Historical Character
;243 Cersei;;;;;;;;
;Dorcas;;;;"image(""http://awoiaf.westeros.org/images/8/88/House_Lannister.png"")";;Cersei Lannister's maid;;
Septon;Raynard;;;;;;Most Devout, King's Landing septon;;
Septon;Torbert;;;;;;Most Devout, King's Landing septon;;
Septon;Ollidor;;;;;;Most Devout, King's Landing septon;;
Septon;Luceon;;"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";;;;Most Devout, King's Landing septon;;
;Midnight;;;;;;Horse;Osney's Horse;
;244 The Iron Captain;;;;;;;;
Lord;Nute;;;;"image(""http://awoiaf.westeros.org/images/6/6e/Euronsigil1.png"")";Nute the Barber;"Lord of Oakenshield (disputed), Victarion Greyjoy's champion, ""Iron Victory"" crewman";;
Captain;Ralf;Stonehouse;"image(""http://awoiaf.westeros.org/images/9/9f/Stonehouse.png"")";"image(""http://awoiaf.westeros.org/images/9/9f/Stonehouse.png"")";"image(""http://awoiaf.westeros.org/images/f/f3/Greyjoy_coat_sigil.png"")";Red Ralf, The Stonehouse;"""Red Jester"" captain, Victarion Greyjoy's champion";;
;Ralf;Kenning;"image(""http://awoiaf.westeros.org/images/c/c3/Kenning.png"")";"image(""http://awoiaf.westeros.org/images/c/c3/Kenning.png"")";"image(""http://awoiaf.westeros.org/images/f/f3/Greyjoy_coat_sigil.png"")";;Moat Cailin castellan;;
Captain;Ralf;;;;"image(""http://awoiaf.westeros.org/images/f/f3/Greyjoy_coat_sigil.png"")";Ralf the Limper;"""Lord Quellon"" captain, Victarion Greyjoy's champion";;
Lord;Vickon;Greyjoy;"image(""http://awoiaf.westeros.org/images/f/f3/Greyjoy_coat_sigil.png"")";"image(""http://awoiaf.westeros.org/images/f/f3/Greyjoy_coat_sigil.png"")";"image(""http://awoiaf.westeros.org/images/f/f3/Greyjoy_coat_sigil.png"")";;Lord of the Iron Islands, Lord Reaper of Pyke;;Historical Character
Lord;Dagon;Greyjoy;"image(""http://awoiaf.westeros.org/images/f/f3/Greyjoy_coat_sigil.png"")";"image(""http://awoiaf.westeros.org/images/f/f3/Greyjoy_coat_sigil.png"")";"image(""http://awoiaf.westeros.org/images/f/f3/Greyjoy_coat_sigil.png"")";;Lord of the Iron Islands, Lord Reaper of Pyke;;Historical Character
Captain;Fralegg;;;;"image(""http://awoiaf.westeros.org/images/6/6e/Euronsigil1.png"")";Fralegg the Strong;Captain;;
Captain;Alvyn;Sharp;;;"image(""http://awoiaf.westeros.org/images/6/6e/Euronsigil1.png"")";;Captain;;
;Will;Humble;;;"image(""http://awoiaf.westeros.org/images/f/f3/Greyjoy_coat_sigil.png"")";;;;
;Lenwood;Tawney;"image(""http://awoiaf.westeros.org/images/e/e0/Tawney.png"")";"image(""http://awoiaf.westeros.org/images/e/e0/Tawney.png"")";"image(""http://awoiaf.westeros.org/images/f/f3/Greyjoy_coat_sigil.png"")";Little Lenwood;;;
;Romny;Weaver;;;"image(""http://awoiaf.westeros.org/images/f/f3/Greyjoy_coat_sigil.png"")";;;;
;Eldred;Codd;"image(""http://awoiaf.westeros.org/images/3/33/House_Codd.png"")";"image(""http://awoiaf.westeros.org/images/3/33/House_Codd.png"")";"image(""http://awoiaf.westeros.org/images/f/f3/Greyjoy_coat_sigil.png"")";;;;
Lord;Norne;Goodbrother;"image(""http://awoiaf.westeros.org/images/7/7b/House_Goodbrother.png"")";"image(""http://awoiaf.westeros.org/images/7/7b/House_Goodbrother.png"")";"image(""http://awoiaf.westeros.org/images/f/f3/Greyjoy_coat_sigil.png"")";;Lord of Shatterstone;;
Lord;Maron;Volmark;"image(""http://awoiaf.westeros.org/images/1/17/House_Volmark.png"")";"image(""http://awoiaf.westeros.org/images/1/17/House_Volmark.png"")";"image(""http://awoiaf.westeros.org/images/6/6e/Euronsigil1.png"")";;Lord of Volmark, Lord of Greenshield (disputed);;
;;;;;"image(""http://awoiaf.westeros.org/images/6/6e/Euronsigil1.png"")";Stonehand;;;
;Quellon;Humble;;;"image(""http://awoiaf.westeros.org/images/6/6e/Euronsigil1.png"")";;;;
;Ralf;;;;"image(""http://awoiaf.westeros.org/images/6/6e/Euronsigil1.png"")";Ralf the Shepherd;;;
;Ralf;;;;"image(""http://awoiaf.westeros.org/images/6/6e/Euronsigil1.png"")";Ralf of Lordsport;;;
;Qarl;;;;"image(""http://awoiaf.westeros.org/images/6/6e/Euronsigil1.png"")";Qarl the Thrall;;;
;245 The Drowned Man;;;;;;;;
;Sigfry;Stonetree;"image(""http://awoiaf.westeros.org/images/9/9b/Stonetree.png"")";"image(""http://awoiaf.westeros.org/images/9/9b/Stonetree.png"")";"image(""http://awoiaf.westeros.org/images/f/f3/Greyjoy_coat_sigil.png"")";;;;
Lord;Gylbert;Farwynd;"image(""http://awoiaf.westeros.org/images/5/5d/Farwynd.png"")";"image(""http://awoiaf.westeros.org/images/5/5d/Farwynd.png"")";"image(""http://awoiaf.westeros.org/images/f/f3/Greyjoy_coat_sigil.png"")";;Lord of the Lonely Light;;
;Erik;Ironmaker;;;"image(""http://awoiaf.westeros.org/images/6/6e/Euronsigil1.png"")";Anvil-Breaker, Erik the Just;;;
;Thormor;;;;;;Eric Ironmaker's champion;;
;Denys;Drumm;"image(""http://awoiaf.westeros.org/images/f/f9/Drumm.png"")";"image(""http://awoiaf.westeros.org/images/f/f9/Drumm.png"")";"image(""http://awoiaf.westeros.org/images/f/f9/Drumm.png"")";;Dunstan Drumm's champion;;
;Donnel;Drumm;"image(""http://awoiaf.westeros.org/images/f/f9/Drumm.png"")";"image(""http://awoiaf.westeros.org/images/f/f9/Drumm.png"")";"image(""http://awoiaf.westeros.org/images/f/f9/Drumm.png"")";;Dunstan Drumm's champion;;
;Dale;Drumm;"image(""http://awoiaf.westeros.org/images/f/f9/Drumm.png"")";"image(""http://awoiaf.westeros.org/images/f/f9/Drumm.png"")";"image(""http://awoiaf.westeros.org/images/f/f3/Greyjoy_coat_sigil.png"")";Dale the Dread;;;Historical Character
;Roryn;Drumm;"image(""http://awoiaf.westeros.org/images/f/f9/Drumm.png"")";"image(""http://awoiaf.westeros.org/images/f/f9/Drumm.png"")";"image(""http://awoiaf.westeros.org/images/f/f3/Greyjoy_coat_sigil.png"")";Roryn the Reaver;;;Historical Character
;Gormund;Drumm;"image(""http://awoiaf.westeros.org/images/f/f9/Drumm.png"")";"image(""http://awoiaf.westeros.org/images/f/f9/Drumm.png"")";"image(""http://awoiaf.westeros.org/images/f/f3/Greyjoy_coat_sigil.png"")";The Oldfather;;;Historical Character
;Hilmar;Drumm;"image(""http://awoiaf.westeros.org/images/f/f9/Drumm.png"")";"image(""http://awoiaf.westeros.org/images/f/f9/Drumm.png"")";"image(""http://awoiaf.westeros.org/images/f/f3/Greyjoy_coat_sigil.png"")";Hilmar the Cunning;"""Red Rain"" wielder";;Historical Character
;Harmund;Sharp;;;"image(""http://awoiaf.westeros.org/images/f/f3/Greyjoy_coat_sigil.png"")";;;;
;246 Brienne;;;;;;;;
Lord;Lucifer;Hardy;;;"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";;Lord of House Hardy;;Historical Character
;;;;;;Old Crackbones;;;Historical Character
Ser;Clement;Crabb;;;"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";;Kingsguard;;Historical Character
Ser;Rupert;Crabb;;;"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";;Kingsguard;;Historical Character
Ser;Clarence;Crabb;;;"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";Clarence the Short;Kingsguard;;Historical Character
Ser;Raymond;Nayland;;;"image(""http://awoiaf.westeros.org/images/d/d1/House_Baratheon.PNG"")";;;;
Ser;Harry;Sawyer;;;"image(""http://awoiaf.westeros.org/images/d/d1/House_Baratheon.PNG"")";;;;
Ser;Robin;Potter;;;"image(""http://awoiaf.westeros.org/images/d/d1/House_Baratheon.PNG"")";;;;
Lord;Eustace;Brune;"image(""http://awoiaf.westeros.org/images/1/1c/House_Brune.PNG"")";"image(""http://awoiaf.westeros.org/images/1/1c/House_Brune.PNG"")";"image(""http://awoiaf.westeros.org/images/5/5d/Joffrey_sigil_coat.png"")";;;;
;247 The Queenmaker;;;;;;;;
Ser;Andrey;Dalt;"image(""http://awoiaf.westeros.org/images/f/fb/DaltCoA.png"")";"image(""http://awoiaf.westeros.org/images/f/fb/DaltCoA.png"")";"image(""http://awoiaf.westeros.org/images/d/d6/MartellCoA.png"")";Drey;;;
Lady;Sylva;Santagar;"image(""http://awoiaf.westeros.org/images/0/0c/SantagarCoA.png"")";"image(""http://awoiaf.westeros.org/images/5/5a/House_Estermont.PNG"")";"image(""http://awoiaf.westeros.org/images/d/d6/MartellCoA.png"")";Spotted Sylva;;Symon's Daughter;
;Garin;;;;"image(""http://awoiaf.westeros.org/images/d/d6/MartellCoA.png"")";;;;
Ser;Gerold;Dayne;"image(""http://awoiaf.westeros.org/images/1/15/DayneCoA.png"")";"image(""http://awoiaf.westeros.org/images/1/15/DayneCoA.png"")";"image(""http://awoiaf.westeros.org/images/d/d6/MartellCoA.png"")";Darkstar;Lord of High Hermitage;;
Prince;Garin;;;;;Garin the Great;;;Historical Character
Lord;Ormond;Yronwood;"image(""http://awoiaf.westeros.org/images/c/c2/YronwoodCoA.png"")";"image(""http://awoiaf.westeros.org/images/c/c2/YronwoodCoA.png"")";"image(""http://awoiaf.westeros.org/images/d/d6/MartellCoA.png"")";;Warden of the Stone Way, Bloodroyal, Lord of Yronwood;Edgar's Son;Died at Yronwood
Prince;Cletus;Yronwood;"image(""http://awoiaf.westeros.org/images/c/c2/YronwoodCoA.png"")";"image(""http://awoiaf.westeros.org/images/c/c2/YronwoodCoA.png"")";"image(""http://awoiaf.westeros.org/images/d/d6/MartellCoA.png"")";;;Cletus' Son;
;Dake;;;;"image(""http://awoiaf.westeros.org/images/d/d6/MartellCoA.png"")";;;;
;Rolder;;;;"image(""http://awoiaf.westeros.org/images/d/d6/MartellCoA.png"")";;;;
Prince;Mors;Martell;"image(""http://awoiaf.westeros.org/images/b/ba/House_Martell.PNG"")";"image(""http://awoiaf.westeros.org/images/b/ba/House_Martell.PNG"")";"image(""http://awoiaf.westeros.org/images/b/ba/House_Martell.PNG"")";;Prince of Dorne;;Historical Character
Lady;Rosamund;Lannister;"image(""http://awoiaf.westeros.org/images/8/88/House_Lannister.png"")";"image(""http://awoiaf.westeros.org/images/8/88/House_Lannister.png"")";"image(""http://awoiaf.westeros.org/images/8/88/House_Lannister.png"")";;Myrcella Baratheon's decoy;;
;248 Arya;;;;;;;;
;Umma;;;;;;;;
Captain;Luco;Prestayn;;;;;"""Lady Bright"" captain";;
;Uthero;;;;;;;;Historical Character
;Brusco;;;;;;Braavos fishmonger;;
;249 Alayne;;;;;;;;
Lord;;Corbray;"image(""http://awoiaf.westeros.org/images/e/e0/Corbray.png"")";"image(""http://awoiaf.westeros.org/images/e/e0/Corbray.png"")";"image(""http://awoiaf.westeros.org/images/b/be/House_Arryn.PNG"")";;"Lord of Heart's Home, ""Lady Forlorn"" wielder";Lyonel's Father;Died of injuries from Baratheons at the Battle of the Trident
Lord;Gerold;Grafton;"image(""http://awoiaf.westeros.org/images/9/91/Grafton.png"")";"image(""http://awoiaf.westeros.org/images/9/91/Grafton.png"")";"image(""http://awoiaf.westeros.org/images/6/69/Baelish%28Harrenhal%29CoA.png"")";;Lord of Gulltown;;
Lord;Jon;Lynderly;"image(""http://awoiaf.westeros.org/images/6/66/Lynderly.png"")";"image(""http://awoiaf.westeros.org/images/6/66/Lynderly.png"")";"image(""http://awoiaf.westeros.org/images/6/69/Baelish%28Harrenhal%29CoA.png"")";;Lord of the Snakewood;;
Lord;;Waxley;"image(""http://awoiaf.westeros.org/images/thumb/b/b1/House_Waxley.svg/545px-House_Waxley.svg.png"")";"image(""http://awoiaf.westeros.org/images/thumb/b/b1/House_Waxley.svg/545px-House_Waxley.svg.png"")";"image(""http://awoiaf.westeros.org/images/b/be/House_Arryn.PNG"")";;Lord of Wickenden;;
Maester;Helliweg;;;;"image(""http://awoiaf.westeros.org/images/e/ed/Royce.png"")";;Runestone maester;;
Septon;Lucos;;;;"image(""http://awoiaf.westeros.org/images/e/ed/Royce.png"")";;Runestone septon;;
Ser;Harrold;Hardyng;"image(""http://awoiaf.westeros.org/images/7/7e/House_Hardyng.PNG"")";"image(""http://awoiaf.westeros.org/images/9/96/HarryHardyng.png"")";"image(""http://awoiaf.westeros.org/images/b/b6/House_Waynwood.PNG"")";Harry the Heir, Young Falcon;Anya Waynwood's ward;;
;Harlan;Hunter;"image(""http://awoiaf.westeros.org/images/f/f0/House_Hunter.PNG"")";"image(""http://awoiaf.westeros.org/images/f/f0/House_Hunter.PNG"")";"image(""http://awoiaf.westeros.org/images/b/be/House_Arryn.PNG"")";;;Eon's Son;
;250 Cersei;;;;;;;;
;Pate;;;;"image(""http://awoiaf.westeros.org/images/5/5d/Joffrey_sigil_coat.png"")";;Tommen I's whipping boy, Joffrey I's whipping boy;;
;Noho;Dimittis;;;;;Iron Bank envoy;;
Ser;Portifer;Woodwright;"image(""http://awoiaf.westeros.org/images/c/ce/Woodright.png"")";"image(""http://awoiaf.westeros.org/images/c/ce/Woodright.png"")";"image(""http://awoiaf.westeros.org/images/5/5d/Joffrey_sigil_coat.png"")";;;;
Ser;Symon;Santagar;"image(""http://awoiaf.westeros.org/images/0/0c/SantagarCoA.png"")";"image(""http://awoiaf.westeros.org/images/0/0c/SantagarCoA.png"")";"image(""http://awoiaf.westeros.org/images/d/d6/MartellCoA.png"")";;Knight of Spottswood;;
Lady;Jeyne;Farman;"image(""http://awoiaf.westeros.org/images/8/83/Farman.png"")";"image(""http://awoiaf.westeros.org/images/8/83/Farman.png"")";"image(""http://awoiaf.westeros.org/images/8/88/House_Lannister.png"")";;;;
;251 Brienne;;;;;;;;
Septon;Meribald;;;;;;Riverlands septon;;
;Dog;;;;;;Dog;Meribald's Dog;
;Hero;;;;;;Dog;Podrick's Dog;Died
;Willam;;;;;Will;;Meribald's Brother;Died of fever at the Stepstones
;Robin;;;;;;;Meribald's Brother;Died of fever at the Stepstones
;Owen;;;;;;;Meribald's Brother;Killed at the Stepstones
;Jon;Pox;;;;;;;Killed at the Stepstones
;252 Samwell;;;;;;;;
;;;;;;Moonshadow;Braavos courtesan;;
;Moroggo;;;;;;Braavos innkeep;;
;Nabbo;;;;;;;;Historical Character
;Terro;;;;;;;;
;;;;;;Sailor's Wife;Happy Port whore;;
;;;;;;Nightingale;Braavos courtesan;;
;Orbelo;;;;;;;;
Lady;Ushanora;;;;;;;;Historical Character
;Yna;;;;;;Happy Port whore;;
;Xhondo;;;;;;;;
;253 Jaime;;;;;;;;
;Honor;;;;;;Horse;Jaime's Horse;
;Glory;;;;;;Horse;Jaime's Horse;
Ser;Steffon;Swyft;"image(""http://awoiaf.westeros.org/images/6/68/House_Swyft.PNG"")";"image(""http://awoiaf.westeros.org/images/6/68/House_Swyft.PNG"")";"image(""http://awoiaf.westeros.org/images/8/88/House_Lannister.png"")";;Jaime Lannister's baggage train commander;;
Ser;Melwyn;Sarsfield;"image(""http://awoiaf.westeros.org/images/3/3b/House_Sarsfield.PNG"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Sarsfield.PNG"")";"image(""http://awoiaf.westeros.org/images/8/88/House_Lannister.png"")";;Jaime Lannister's mounted archers commander;;
Maester;Gulian;;;;;;Jaime Lannister's maester, Harrenhal maester;;
;Lew;Piper;"image(""http://awoiaf.westeros.org/images/3/30/House_Piper.png"")";"image(""http://awoiaf.westeros.org/images/3/30/House_Piper.png"")";"image(""http://awoiaf.westeros.org/images/8/88/House_Lannister.png"")";Little Lew;Jaime Lannister's squire;;
Ser;Roger;Hogg;;"image(""http://awoiaf.westeros.org/images/e/e4/House_Crakehall.PNG"")";"image(""http://awoiaf.westeros.org/images/7/7c/Hayford.PNG"")";;;;
;Herrock;Kenning;"image(""http://awoiaf.westeros.org/images/c/c3/Kenning.png"")";"image(""http://awoiaf.westeros.org/images/4/4b/House_Kenning.PNG"")";"image(""http://awoiaf.westeros.org/images/8/88/House_Lannister.png"")";Whoreson;;;Historical Character
;254 Cersei;;;;;;;;
Ser;Bayard;Norcross;"image(""http://awoiaf.westeros.org/images/d/d1/House_Norcross.PNG"")";"image(""http://awoiaf.westeros.org/images/d/d1/House_Norcross.PNG"")";"image(""http://awoiaf.westeros.org/images/9/99/House_Tyrell.PNG"")";;;;
Ser;Courtenay;Greenhill;;;"image(""http://awoiaf.westeros.org/images/9/99/House_Tyrell.PNG"")";;;;
Ser;Lucantine;Woodwright;"image(""http://awoiaf.westeros.org/images/c/ce/Woodright.png"")";"image(""http://awoiaf.westeros.org/images/c/ce/Woodright.png"")";"image(""http://awoiaf.westeros.org/images/5/5d/Joffrey_sigil_coat.png"")";;;;
;Russell;Merryweather;"image(""http://awoiaf.westeros.org/images/5/5a/House_Merryweather.PNG"")";"image(""http://awoiaf.westeros.org/images/5/5a/House_Merryweather.PNG"")";;;;Orton's Son;
;255 The Reaver;;;;;;;;
;Wulfe;;;;"image(""http://awoiaf.westeros.org/images/f/f3/Greyjoy_coat_sigil.png"")";One-Ear;"""Iron Victory"" crewmember";;
Captain;Ragnor;Pyke;;;"image(""http://awoiaf.westeros.org/images/f/f3/Greyjoy_coat_sigil.png"")";;"Captain, ""Iron Victory"" crewmember";;
Ser;Talbert;Serry;"image(""http://awoiaf.westeros.org/images/e/ed/House_Serry.PNG"")";"image(""http://awoiaf.westeros.org/images/e/ed/House_Serry.PNG"")";"image(""http://awoiaf.westeros.org/images/9/99/House_Tyrell.PNG"")";;;Osbert's Son;Killed by Victarion Greyjoy
Lord;Guthor;Grimm;"image(""http://awoiaf.westeros.org/images/7/7d/Grimm.png"")";"image(""http://awoiaf.westeros.org/images/7/7d/Grimm.png"")";"image(""http://awoiaf.westeros.org/images/9/99/House_Tyrell.PNG"")";;Lord of Greyshield (disputed);;
Lady;;Hewett;;"image(""http://awoiaf.westeros.org/images/2/2c/Hewett.png"")";"image(""http://awoiaf.westeros.org/images/9/99/House_Tyrell.PNG"")";;;;
Lord;Humfrey;Hewett;"image(""http://awoiaf.westeros.org/images/2/2c/Hewett.png"")";"image(""http://awoiaf.westeros.org/images/2/2c/Hewett.png"")";"image(""http://awoiaf.westeros.org/images/9/99/House_Tyrell.PNG"")";;Lord of Lord Hewett's Town, Lord of Oakenshield;;Killed by Greyjoys at Lord Hewett's Town
